claim_id,arxiv_id,paradigm,confidence,o1_pass,o1_reason,o2_pass,o2_reason,o3_pass,o3_reason,o4_pass,o4_reason,o5_pass,o5_reason,o6_pass,o6_reason,o7_pass,o7_reason,overall_verdict,notes,operationalizability_category,audit_eligibility_reason,claim_verbatim,claim_location,proposed_formalization,review_notes
ext_2409_08844v2_claim6,2409.08844v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://github.com/Qiskit/benchpress/tree/1.0', 'https://github.com/bloomberg/memray', 'https://github.com/ionelmc/pytest-benchmark/', 'https://github.com/nvidia/cuda-quantum', 'https://github.com/qiskit-community/qiskit-braketprovider']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"(3) clearly show that Staq is the fastest of the transpilation pipelines, while the QTS and Tket are over an order of magnitude slower that Qiskit.",Local text character 30393,"{""problem"": ""transpilation runtime benchmark"", ""baseline_A"": ""Staq"", ""baseline_B"": ""Qiskit, QTS, Tket, and BQSKit"", ""metric"": ""transpilation runtime"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit fastest pipeline statement; c7 retained as BQSKit-specific alternative runtime evidence.
ext_2204_13719v3_claim2,2204.13719v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github', 'https://github.com/', 'https://github.com/cda-tum/mqt-bench']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Furthermore, the benchmark generation using theTKET compiler generally took more time than Qiskit—leading to a smaller number of generated benchmarks, especially on the target-dependent mapped level.","Section 5 Evaluation, number-of-qubits discussion","{""problem"": ""MQT Bench benchmark generation"", ""baseline_A"": ""Qiskit benchmark generation"", ""baseline_B"": ""TKET benchmark generation"", ""metric"": ""benchmark generation time and number of generated benchmarks"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit TKET-vs-Qiskit comparison. Qiskit is baseline_A because it took less generation time and led to more generated benchmarks.
ext_2408_13316v2_claim1,2408.13316v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/revilooliver/QuCLEAR', 'https://github.com/revilooliver/QuCLEAR.git', 'https://github.com/smartiel/rustiq/tree/main']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Experimental results across various benchmarks show that QuCLEAR achieves up to a 77.,Local text character 1544,"{""problem"": ""quantum simulation circuit optimization"", ""baseline_A"": ""QuCLEAR"", ""baseline_B"": ""state-of-the-art methods"", ""metric"": ""CNOT gate count and entangling depth"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Quantified 77.7% CNOT and 84.1% entangling-depth reductions; c1 is broad equivalent phrasing.
ext_2410_22247v2_claim1,2410.22247v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Our results show that using automorphism-based symmetries to reduce the Pauli terms in the Hamiltonian can significantly decrease computational overhead without compromising the quality of the solutions obtained.,Local text character 1060,"{""problem"": ""automorphism-reduced QAOA Hamiltonian simulation"", ""baseline_A"": ""reduced Hamiltonian"", ""baseline_B"": ""full Hamiltonian"", ""metric"": ""computational overhead at comparable solution quality"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""method_vs_method""}",Explicit overhead decrease without quality compromise.
ext_2410_22247v2_claim2,2410.22247v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"One of the key findings is the significant reduction in optimizer-time when using the reduced Hamiltonian, particularly for larger graphs.",Local text character 30779,"{""problem"": ""automorphism-reduced Hamiltonian optimization"", ""baseline_A"": ""reduced Hamiltonian"", ""baseline_B"": ""full Hamiltonian"", ""metric"": ""optimizer time"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""method_vs_method""}",Explicit significant reduction; c3 is quantified same-quantity evidence.
ext_2410_22247v2_claim3,2410.22247v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"In terms of memory consumption, the simulation using reduced Hamiltonian consistently requires less peak memory compared to the full Hamiltonian.",Local text character 32323,"{""problem"": ""automorphism-reduced Hamiltonian simulation"", ""baseline_A"": ""reduced Hamiltonian"", ""baseline_B"": ""full Hamiltonian"", ""metric"": ""peak memory consumption"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""method_vs_method""}",Explicit consistently less memory.
ext_2210_08039v1_claim1,2210.08039v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"In this work, we introduce the idea of qubit-reuse compilation, which takes as input a quantum circuit and produces as output a compiled circuit that requires fewer qubits to execute due to qubit reuse.",Local text character 647,"{""problem"": ""qubit-reuse circuit compilation"", ""baseline_A"": ""qubit-reuse compiled circuit"", ""baseline_B"": ""original circuit without qubit reuse"", ""metric"": ""number of qubits required"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""compiler_strategy_vs_strategy""}",Explicit fewer-qubit result; c2 is scaling-level equivalent.
ext_2210_08039v1_claim2,2210.08039v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Furthermore, the brute force search over the ﬁrst qubit results in a 13% reduction on average in the number of qubits required to execute the circuit compared to the greedy algorithm with no brute force search, requiring only about one-quarter of the original number of qubits on average.",Local text character 52240,"{""problem"": ""qubit-reuse compilation search strategy"", ""baseline_A"": ""greedy algorithm with brute-force first-qubit search"", ""baseline_B"": ""greedy algorithm without brute-force search"", ""metric"": ""number of qubits required"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""compiler_strategy_vs_strategy""}",Explicit 13% average reduction.
ext_2410_07674v1_claim1,2410.07674v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"We find that the direct implementation of the inequality penalties vastly outperforms the slack variables method, especially when studying real-world inspired problems with many constraints.",Local text character 1142,"{""problem"": ""constraint handling in variational quantum circuits"", ""baseline_A"": ""direct inequality-penalty implementation"", ""baseline_B"": ""slack-variable method"", ""metric"": ""QAOA/constraint-handling performance"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""method_vs_method""}",Explicit vastly outperforms statement; c4 retained as same-method alternative.
ext_2410_07674v1_claim2,2410.07674v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Within the direct penalty implementation, a linear energy penalty for unfeasible states outperforms other investigated functional forms, such as the canonical quadratic penalty.",Local text character 1333,"{""problem"": ""direct penalty-function choice"", ""baseline_A"": ""linear energy penalty"", ""baseline_B"": ""constant/quadratic/other functional forms"", ""metric"": ""constraint-handling performance"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""configuration_vs_configuration""}",Explicit functional-form comparison.
ext_2208_13380v2_claim1,2208.13380v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/Qiskit/qiskit-ignis', 'https://github.com/SophLin/nonstandard', 'https://github.com/quantumlib/Cirq/graphs/contributors']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Our results demonstrate an 8x improvement over the baseline 2Q gates with respect to speed and coherence-limited gate ﬁdelity.,Local text character 2368,"{""problem"": ""two-qubit basis-gate design for transmon trajectories"", ""baseline_A"": ""nonstandard/custom 2Q gates"", ""baseline_B"": ""baseline 2Q gates"", ""metric"": ""gate speed and coherence-limited gate fidelity"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""gate_design_vs_gate_design""}",Explicit 8x improvement.
ext_2208_13380v2_claim2,2208.13380v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,borderline,"Repo evidence sample: ['https://github.com/Qiskit/qiskit-ignis', 'https://github.com/SophLin/nonstandard', 'https://github.com/quantumlib/Cirq/graphs/contributors']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Secondly, the simulated trajectories are consistently slower than the measured trajectories; e.g. at ξ = 0.01 Φ0, the simulated trajectories are slower by a factor of 3.5 than the measured trajectory, which included a 13 ns √ iSW AP -like entangling gate.",Local text character 52406,"{""problem"": ""nonstandard two-qubit Cartan trajectory simulation"", ""baseline_A"": ""measured Cartan trajectories"", ""baseline_B"": ""simulated Cartan trajectories"", ""metric"": ""trajectory speed"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""simulation_vs_measurement""}","Accepted under Q1-Q4-only correction. The claim is characterization rather than method contribution, but characterization is not a valid rejection criterion. The PDF-fragmented previous quote was replaced with a clean contiguous local text span."
ext_2407_01975v2_claim1,2407.01975v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Result 4 (Quadratic Advantage in Scaling Analysis for Tailored Ansätze against X-mixer on 1-in-3 SAT): By tailoring mixers to the structure of 1-in-3 SAT, we observe a quadratic improvement in the time-to-solution scaling of QAOA for 1-in-3 SAT on instance sizes between 12 and 22 compared to the X-mixer QAOA.",Local text character 11689,"{""problem"": ""QAOA for 1-in-3 SAT constraints"", ""baseline_A"": ""tailored ansätze / tailored mixers"", ""baseline_B"": ""X-mixer QAOA"", ""metric"": ""time-to-solution scaling"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Explicit quadratic improvement compared to X-mixer; c1 is broad summary.
ext_2207_05751v3_claim2,2207.05751v3,compilation,HIGH,pass,Loose O1: strict output found repository evidence; loose standard does not require pinned commit/tag/archive.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Particularly for VQE on H-2, our approach enhances the fidelity from 26% to 42%.",Local text character 14918,"{""problem"": ""VQE H2 crosstalk-aware compilation"", ""baseline_A"": ""proposed approach"", ""baseline_B"": ""baseline/prior compilation approach"", ""metric"": ""fidelity"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""compiler_strategy_vs_strategy""}",Explicit fidelity increase from 26% to 42%.
ext_2207_05751v3_claim4,2207.05751v3,compilation,HIGH,pass,Loose O1: strict output found repository evidence; loose standard does not require pinned commit/tag/archive.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Evaluations on real NISQ machines demonstrate up to 23% error rate reduction with 60% circuit depth compared to state-of-the-art approaches.,Local text character 56592,"{""problem"": ""crosstalk-aware compilation on real NISQ machines"", ""baseline_A"": ""proposed workflow"", ""baseline_B"": ""state-of-the-art approaches"", ""metric"": ""error rate and circuit depth"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""compiler_strategy_vs_strategy""}",Explicit up-to-23% error reduction with 60% circuit depth.
ext_2403_18395v2_claim1,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Our results show that removing the slack bits from the circuit Hamiltonian and considering them only for the expectation value yields better solution quality than the standard approach.,Local text character 1261,"{""problem"": ""embedding integer linear inequalities in QAOA"", ""baseline_A"": ""removing slack bits from circuit Hamiltonian"", ""baseline_B"": ""standard slack-bit approach"", ""metric"": ""solution quality"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""method_vs_method""}",Explicit better solution quality.
ext_2403_18395v2_claim2,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"In this work, we utilize the sinusoidal schedule function s(t) given by s(t) = sin 2  π 2 sin2  πt 2T  , (14) The more usual choice of the annealing schedule is a linear function t/T , however, with our tests we found that the sinusoidal function worked better.",Local text character 24243,"{""problem"": ""TAE/QAOA annealing schedule choice"", ""baseline_A"": ""sinusoidal schedule"", ""baseline_B"": ""linear schedule"", ""metric"": ""test performance"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""configuration_vs_configuration""}",Explicit worked better in tests.
ext_2403_18395v2_claim3,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Our results show that this initialization of initial parameters for QAOA works much better than random initialization of β and γ.,Local text character 25628,"{""problem"": ""QAOA initial-parameter selection"", ""baseline_A"": ""proposed initialization"", ""baseline_B"": ""random initialization of beta/gamma"", ""metric"": ""optimization performance"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""optimizer_strategy_vs_strategy""}",Explicit much-better-than-random comparison.
ext_2403_18395v2_claim4,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"In summary, QAOA without slack bits is better suited for near-term quantum devices, needing less qubits and shallower circuits.",Local text character 51256,"{""problem"": ""near-term QAOA inequality-constraint embedding"", ""baseline_A"": ""QAOA without slack bits"", ""baseline_B"": ""QAOA with slack bits"", ""metric"": ""qubit count and circuit depth"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""discrete"", ""comparator_type"": ""method_vs_method""}",Explicit fewer-qubits/shallower-circuits resource comparison.
ext_2403_02045v3_claim1,2403.02045v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"Experiments on standard benchmark graphs with several hundred nodes in the MAX-CUT problem, conducted in a fully classical manner using a tensor network technique, show that RQRAO not only outperforms the Goemans-Williamson and recursive QAOA methods, but also is comparable to state-of-the-art classical solvers.",Local text character 1246,"{""problem"": ""Max-Cut benchmark graphs with hundreds of nodes"", ""baseline_A"": ""RQRAO"", ""baseline_B"": ""Goemans-Williamson and recursive QAOA"", ""metric"": ""solution quality / approximation ratio"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""algorithm_vs_algorithm""}",Explicit outperforms and comparable-to-classical-solvers statement; c2 retained as same-quantity alternative.
ext_2401_02852v1_claim2,2401.02852v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://doi.org/10.5281/', 'https://github.com/']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,• Demonstrate that QAOA outperforms both WalkSATlm and WalkSATm2b2 on a range of k-NAE-SAT instances.,Local text character 5454,"{""problem"": ""k-NAE-SAT solving benchmark"", ""baseline_A"": ""QAOA"", ""baseline_B"": ""WalkSATlm and WalkSATm2b2"", ""metric"": ""median running time / scaling"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""algorithm_vs_algorithm""}",Explicit QAOA outperforms both named solvers; c2/c4 retained as scaling/runtime alternatives.
ext_2308_10383v2_claim1,2308.10383v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,borderline,"Repo evidence sample: ['https://github.com/rvg77/max-cut/blob/', 'https://networkx.github.io']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Here, we present a new variational Qubit-Efficient MaxCut (QEMC) algorithm that requires a logarithmic number of qubits with respect to the graph size, an exponential reduction compared to QAOA.",Local text character 801,"{""problem"": ""QEMC MaxCut heuristic"", ""baseline_A"": ""QEMC"", ""baseline_B"": ""QAOA"", ""metric"": ""number of qubits required"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""discrete"", ""comparator_type"": ""algorithm_vs_algorithm""}",Explicit logarithmic/exponential qubit reduction.
ext_2308_10383v2_claim2,2308.10383v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/rvg77/max-cut/blob/', 'https://networkx.github.io']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"We demonstrate cutting-edge performance for graph instances consisting of up to 32 nodes (5 qubits) on real superconducting hardware, and for graphs with up to 2048 nodes (11 qubits) using noiseless simulations, outperforming the established classical algorithm of Goemans and Williamson (GW).",Local text character 996,"{""problem"": ""MaxCut benchmark up to 2048 nodes"", ""baseline_A"": ""QEMC"", ""baseline_B"": ""Goemans-Williamson algorithm"", ""metric"": ""solution quality / cut value"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""algorithm_vs_algorithm""}",Explicit outperforms GW.
