claim_id,arxiv_id,paradigm,confidence,o1_pass,o1_reason,o2_pass,o2_reason,o3_pass,o3_reason,o4_pass,o4_reason,o5_pass,o5_reason,o6_pass,o6_reason,o7_pass,o7_reason,overall_verdict,notes,operationalizability_category,audit_eligibility_reason
ext_2410_22247v2_claim1,2410.22247v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2410_22247v2_claim2,2410.22247v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2410_22247v2_claim3,2410.22247v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2210_08039v1_claim1,2210.08039v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2210_08039v1_claim2,2210.08039v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2410_07674v1_claim1,2410.07674v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2410_07674v1_claim2,2410.07674v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2208_13380v2_claim1,2208.13380v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/Qiskit/qiskit-ignis', 'https://github.com/SophLin/nonstandard', 'https://github.com/quantumlib/Cirq/graphs/contributors']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2208_13380v2_claim2,2208.13380v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,borderline,"Repo evidence sample: ['https://github.com/Qiskit/qiskit-ignis', 'https://github.com/SophLin/nonstandard', 'https://github.com/quantumlib/Cirq/graphs/contributors']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2407_01975v2_claim1,2407.01975v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2207_05751v3_claim2,2207.05751v3,compilation,HIGH,pass,Loose O1: strict output found repository evidence; loose standard does not require pinned commit/tag/archive.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2207_05751v3_claim4,2207.05751v3,compilation,HIGH,pass,Loose O1: strict output found repository evidence; loose standard does not require pinned commit/tag/archive.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2403_18395v2_claim1,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2403_18395v2_claim2,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2403_18395v2_claim3,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2403_18395v2_claim4,2403.18395v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://gist.github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2403_02045v3_claim1,2403.02045v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2401_02852v1_claim2,2401.02852v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://doi.org/10.5281/', 'https://github.com/']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2308_10383v2_claim1,2308.10383v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,borderline,"Repo evidence sample: ['https://github.com/rvg77/max-cut/blob/', 'https://networkx.github.io']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2308_10383v2_claim2,2308.10383v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/rvg77/max-cut/blob/', 'https://networkx.github.io']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2308_10383v2_claim3,2308.10383v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/rvg77/max-cut/blob/', 'https://networkx.github.io']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2308_10383v2_claim4,2308.10383v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://github.com/rvg77/max-cut/blob/', 'https://networkx.github.io']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2307_07193v3_claim2,2307.07193v3,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2303_00329v2_claim1,2303.00329v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2302_04479v2_claim1,2302.04479v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/vijeycreative/XQAOADataset'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2302_04479v2_claim2,2302.04479v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/vijeycreative/XQAOADataset'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2302_04479v2_claim3,2302.04479v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/vijeycreative/XQAOADataset'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2208_09888v1_claim1,2208.09888v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2205_01192v1_claim1,2205.01192v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2205_01192v1_claim3,2205.01192v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2111_03016v3_claim1,2111.03016v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,borderline,Repo evidence sample: ['https://github.com/nishant34/GNNS-forAccepted'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2111_03016v3_claim3,2111.03016v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/nishant34/GNNS-forAccepted'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.
ext_2110_10788v3_claim1,2110.10788v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/rmsolgi/geneticalgorithm'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2110_10788v3_claim2,2110.10788v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",unclear,"Artifact exists, but one compared object is not clearly separable from the paper's implementation.",fail,Metric is mixed/composite rather than a single audit metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/rmsolgi/geneticalgorithm'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2108_03281v1_claim1,2108.03281v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2101_05742v3_claim2,2101.05742v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2101_05742v3_claim3,2101.05742v3,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2312_06922v4_claim1,2312.06922v4,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2312_06922v4_claim2,2312.06922v4,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2310_10360v2_claim1,2310.10360v2,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2111_12754v2_claim2,2111.12754v2,variational,HIGH,pass,Loose O1: strict output found repository evidence; loose standard does not require pinned commit/tag/archive.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2111_00796v3_claim1,2111.00796v3,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2109_04482v2_claim1,2109.04482v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2412_13271v1_claim2,2412.13271v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://doi.org/10.5281/zenodo'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2412_13271v1_claim4,2412.13271v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://doi.org/10.5281/zenodo'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2412_13271v1_claim5,2412.13271v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://doi.org/10.5281/zenodo'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
ext_2402_12105v1_claim1,2402.12105v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.
