claim_id,arxiv_id,failed_or_unclear_criteria
ext_2201_06457v1_claim2,2201.06457v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2409_15055v2_claim5,2409.15055v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2202_14025v1_legacy_claim10,2202.14025v1,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2201_06457v1_claim4,2201.06457v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Direction is equality/boundary rather than a strict directional claim. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2412_13271v1_claim1,2412.13271v1,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2311_16190v3_claim3,2311.16190v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2108_11874v1_legacy_claim3,2108.11874v1,O5: Metric is qualitative or aggregate rather than directly quantitative.
ext_2110_00592v2_claim4,2110.00592v2,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2405_08941v3_claim2,2405.08941v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2403_02045v3_claim2,2403.02045v3,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2409_10739v3_claim7,2409.10739v3,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2102_05997v1_claim3,2102.05997v1,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2407_17325v2_claim3,2407.17325v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2407_17325v2_claim2,2407.17325v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2411_00518v2_claim5,2411.00518v2,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2311_16190v3_claim6,2311.16190v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2309_05924v1_claim2,2309.05924v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2404_14531v1_claim2,2404.14531v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2303_08910v3_claim2,2303.08910v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2411_19388v1_claim3,2411.19388v1,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2309_16796v3_claim4,2309.16796v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2006_13222v2_claim1,2006.13222v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2411_19388v1_claim2,2411.19388v1,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2202_14025v1_legacy_claim23,2202.14025v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2108_11874v1_legacy_claim5,2108.11874v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2304_08814v2_claim3,2304.08814v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2406_06836v3_claim5,2406.06836v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2409_10739v3_claim4,2409.10739v3,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2411_00518v2_claim4,2411.00518v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2409_19820v1_claim2,2409.19820v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2303_02830v1_claim3,2303.02830v1,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2409_15055v2_claim4,2409.15055v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2311_02151v2_claim1,2311.02151v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2407_17325v2_claim1,2407.17325v2,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2407_17325v2_claim4,2407.17325v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2302_02278v2_claim2,2302.02278v2,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2302_02278v2_claim5,2302.02278v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2108_02099v2_claim5,2108.02099v2,"O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2402_02585v1_claim5,2402.02585v1,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Direction is equality/boundary rather than a strict directional claim. | O7: Problem family is very terse and may need human clarification.
ext_2003_08408v2_claim2,2003.08408v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2101_10296v3_claim6,2101.10296v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2105_06240v2_claim3,2105.06240v2,O1: No public code repository or archived artifact was identifiable in paper text. | O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2411_10062v1_claim3,2411.10062v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2309_05157v1_claim6,2309.05157v1,O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.
ext_2003_10611v3_claim3,2003.10611v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2405_09169v3_claim4,2405.09169v3,O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.
ext_2404_14531v1_claim1,2404.14531v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2204_13719v3_claim1,2204.13719v3,"O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2408_13316v2_claim2,2408.13316v2,"O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: Artifact exists, but one compared object is not clearly separable from the paper's implementation. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2207_05751v3_claim1,2207.05751v3,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2207_05751v3_claim3,2207.05751v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2307_07193v3_claim1,2307.07193v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric is qualitative or aggregate rather than directly quantitative. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2205_01192v1_claim2,2205.01192v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2108_03281v1_claim2,2108.03281v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2102_05997v1_claim2,2102.05997v1,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2310_10360v2_claim2,2310.10360v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2303_17366v2_claim1,2303.17366v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2303_17366v2_claim2,2303.17366v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2111_12754v2_claim1,2111.12754v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric is qualitative or aggregate rather than directly quantitative. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2103_08563v3_claim3,2103.08563v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2011_08137v3_claim3,2011.08137v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2009_13140v3_claim1,2009.13140v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2006_13222v2_claim3,2006.13222v2,O1: No public code repository or archived artifact was identifiable in paper text. | O2: Metric may depend on hardware/noise behavior rather than a standard simulator-only run. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
