arxiv_id,title,published_date,authors,screening_decision,exclusion_reason,screening_confidence,screening_notes
2203.05275v2,Calculating the ground state energy of benzene under spatial deformations with noisy quantum computing,2022-03-10 10:28:59+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2112.07416v2,Quantum expectation-value estimation by computational basis sampling,2021-12-14 14:08:56+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope compilation/transpilation claim, but the exact quantitative comparator is not fully explicit at title/abstract level. Kept for full-text confirmation."
2112.06365v3,Multistate Transition Dynamics by Strong Time-Dependent Perturbation in NISQ era,2021-12-13 00:49:15+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2111.13454v3,Performance comparison of optimization methods on variational quantum algorithms,2021-11-26 12:13:20+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2111.08085v3,Mitigated barren plateaus in the time-nonlocal optimization of analog quantum-algorithm protocols,2021-11-15 21:13:10+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2107.08606v3,Variational Quantum Linear Solver with Dynamic Ansatz,2021-07-19 03:42:25+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2106.08682v1,A Comparison of Various Classical Optimizers for a Variational Quantum Linear Solver,2021-06-16 10:40:00+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2105.01987v1,Comparison between trion and exciton electronic properties in CdSe and PbS nanoplatelets,2021-05-05 11:31:39+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2103.08563v3,Real time evolution for ultracompact Hamiltonian eigenstates on quantum hardware,2021-03-15 17:27:00+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2102.00345v2,Simulating Many-Body Systems with a Projective Quantum Eigensolver,2021-01-31 00:31:12+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2101.08526v7,Variational quantum solver employing the PDS energy functional,2021-01-21 10:12:38+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2011.08137v3,Quantum simulations of molecular systems with intrinsic atomic orbitals,2020-11-16 18:01:44+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2010.05316v2,Convergence to the fixed-node limit in deep variational Monte Carlo,2020-10-11 18:50:14+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2009.13545v3,The Meta-Variational Quantum Eigensolver (Meta-VQE): Learning energy profiles of parameterized Hamiltonians for quantum simulation,2020-09-28 18:00:15+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2009.13140v3,Quantum computed moments correction to variational estimates,2020-09-28 08:39:05+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2009.03351v3,Hamiltonian operator approximation for energy measurement and ground state preparation,2020-09-07 18:11:00+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2008.07617v2,Comparative study of variational quantum circuit and quantum backpropagation multilayer perceptron for COVID-19 outbreak predictions,2020-08-08 17:57:14+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2008.02941v2,Exploring entanglement and optimization within the Hamiltonian Variational Ansatz,2020-08-07 01:28:26+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2007.00017v2,Dynamic Portfolio Optimization with Real Datasets Using Quantum Processors and Quantum-Inspired Tensor Networks,2020-06-30 18:00:03+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2006.13222v2,Certified variational quantum algorithms for eigenstate preparation,2020-06-23 18:00:00+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2005.11011v2,Using models to improve optimizers for variational quantum algorithms,2020-05-22 05:23:23+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2002.11724v2,Calculating transition amplitudes by variational quantum deflation,2020-02-26 19:00:00+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2002.09935v2,Event Classification with Quantum Machine Learning in High-Energy Physics,2020-02-23 16:30:33+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2411.19439v2,qlbm -- A Quantum Lattice Boltzmann Software Framework,2024-11-29 02:41:07+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2411.17756v1,Understanding the Scalability of Circuit Cutting Techniques for Practical Quantum Applications,2024-11-25 23:16:27+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2410.00650v1,A Survey on Testing and Analysis of Quantum Software,2024-10-01 13:05:54+00:00,redacted_for_anonymous_review,exclude,survey_paper,HIGH,Title and abstract indicate a survey/review rather than a primary empirical comparison paper for the audited corpus.
2409.08844v2,Benchmarking the performance of quantum computing software,2024-09-13 14:03:09+00:00,redacted_for_anonymous_review,include,,HIGH,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2406.14712v1,Qiskit HumanEval: An Evaluation Benchmark For Quantum Code Generative Models,2024-06-20 20:14:22+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2404.02595v5,QFNN-FFD: Quantum Federated Neural Network for Financial Fraud Detection,2024-04-03 09:19:46+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2403.05828v2,Multi-GPU-Enabled Hybrid Quantum-Classical Workflow in Quantum-HPC Middleware: Applications in Quantum Simulations,2024-03-09 07:38:45+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2401.14913v1,On Repairing Quantum Programs Using ChatGPT,2024-01-26 14:46:53+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2311.16913v5,Quantum Circuit Mutants: Empirical Analysis and Recommendations,2023-11-28 16:15:50+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2309.05157v1,Superstaq: Deep Optimization of Quantum Programs,2023-09-10 22:14:38+00:00,redacted_for_anonymous_review,include,,MEDIUM,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2304.04387v1,QChecker: Detecting Bugs in Quantum Programs via Static Analysis,2023-04-10 05:15:34+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2206.10880v1,VeriQBench: A Benchmark for Multiple Types of Quantum Circuits,2022-06-22 07:03:20+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2204.13719v3,MQT Bench: Benchmarking Software and Design Automation Tools for Quantum Computing,2022-04-28 18:00:10+00:00,redacted_for_anonymous_review,include,,HIGH,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2106.08759v3,OpenSSLNTRU: Faster post-quantum TLS key exchange,2021-06-16 13:12:46+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2103.16968v1,QBugs: A Collection of Reproducible Bugs in Quantum Algorithms and a Supporting Infrastructure to Enable Controlled Quantum Software Testing and Debugging Experiments,2021-03-31 10:44:16+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2003.10611v3,t$|$ket$\rangle$ : A Retargetable Compiler for NISQ Devices,2020-03-24 01:49:08+00:00,redacted_for_anonymous_review,include,,MEDIUM,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2407.15745v1,Comparing Algorithms for Loading Classical Datasets into Quantum Memory,2024-07-22 15:43:18+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2309.01028v2,Demonstration of a Hardware-Independent Toolkit for Automated Quantum Subcircuit Synthesis,2023-09-02 21:46:38+00:00,redacted_for_anonymous_review,include,,MEDIUM,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2303.10670v1,Distributed exact quantum algorithms for Bernstein-Vazirani and search problems,2023-03-19 14:18:49+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
