record_id,claim_id,paper_id,source_file_key,scalar_directional_planning_record,manuscript_group,proxy_free_exact_status,auditable_design_status,barrier_scope,primary_barrier,secondary_barriers,barrier_source_file,barrier_source_column,barrier_source_value,derivation_note,adjudicated,notes,second_author_checked,second_author_check_scope,second_author_group_agreement,second_author_barrier_agreement,second_author_comment,adjudication_after_second_check
ext_2009_03351v3_claim2,ext_2009_03351v3_claim2,2009.03351v3,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;hyperparameters;instance_generator;optimizer;resource_budget,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=source_rows; blocker=env/needs-build | missing_elements=artifact;hyperparameters;instance_generator;optimizer;resource_budget; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2405_07624v1_claim5,ext_2405_07624v1_claim5,2405.07624v1,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;hyperparameters;instance_generator;optimizer;other;resource_budget,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=source_rows; blocker=env/needs-build | missing_elements=artifact;hyperparameters;instance_generator;optimizer;other;resource_budget; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2409_14786v3_claim7,ext_2409_14786v3_claim7,2409.14786v3,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;hyperparameters;instance_generator;optimizer;resource_budget,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=relation; blocker=env/needs-build | missing_elements=artifact;hyperparameters;instance_generator;optimizer;resource_budget; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2008_02941v2_claim3,ext_2008_02941v2_claim3,2008.02941v2,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;hyperparameters;instance_generator;optimizer;resource_budget,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=relation; blocker=env/needs-build | missing_elements=artifact;hyperparameters;instance_generator;optimizer;resource_budget; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2009_13545v3_claim1,ext_2009_13545v3_claim1,2009.13545v3,relation_schema_rq1_flags.csv,true,no_design_or_boundary,false,relation_specific_not_in_53,only a relation-specific source-rule design is lockable; excluded from manuscript 53 (exact+source-materialized+extension),relation_specific_source_rule_only,artifact;baseline;hyperparameters;metric,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=relation_specific; missing=methodology+ownership; blocker=methodology+ownership | missing_elements=artifact;baseline;hyperparameters;metric; tier(internal)=T3,"Relation-specific design mode; EXCLUDED from manuscript-facing 53 auditable designs (53 = exact + source-materialized + source-supported-extension only), so counted as no_design_or_boundary. 20 of 21 relation_specific land here; the 1 source-materialized SD claim is in auditable_non_exact.",true,artifact_internal_tier=T3 (supporting only; not a manuscript group),true,targeted_boundary,agree,agree,boundary decision consistent with source evidence,unchanged
ext_2205_01726v1_claim1,ext_2205_01726v1_claim1,2205.01726v1,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;baseline;hyperparameters,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=relation; blocker=env/needs-build | missing_elements=artifact;baseline;hyperparameters; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2311_15123v3_claim7,ext_2311_15123v3_claim7,2311.15123v3,relation_schema_rq1_flags.csv,true,no_design_or_boundary,false,relation_specific_not_in_53,only a relation-specific source-rule design is lockable; excluded from manuscript 53 (exact+source-materialized+extension),relation_specific_source_rule_only,artifact;baseline;data;metric,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=relation_specific; missing=env+methodology; blocker=env+methodology | missing_elements=artifact;baseline;data;metric; tier(internal)=T4,"Relation-specific design mode; EXCLUDED from manuscript-facing 53 auditable designs (53 = exact + source-materialized + source-supported-extension only), so counted as no_design_or_boundary. 20 of 21 relation_specific land here; the 1 source-materialized SD claim is in auditable_non_exact.",true,artifact_internal_tier=T4 (supporting only; not a manuscript group),true,targeted_boundary,agree,agree,boundary decision consistent with source evidence,unchanged
ext_2407_01010v2_claim4,ext_2407_01010v2_claim4,2407.01010v2,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;baseline;hyperparameters;metric;resource_budget,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=relation; blocker=env/needs-build | missing_elements=artifact;baseline;hyperparameters;metric;resource_budget; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2305_03390v1_claim3,ext_2305_03390v1_claim3,2305.03390v1,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;hyperparameters;instance_generator;optimizer;resource_budget,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=relation; blocker=env/needs-build | missing_elements=artifact;hyperparameters;instance_generator;optimizer;resource_budget; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2409_14786v3_claim5,ext_2409_14786v3_claim5,2409.14786v3,relation_schema_rq1_flags.csv,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,artifact;hyperparameters;instance_generator;optimizer;other;resource_budget,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=source_supported_extension; missing=source_rows; blocker=env/needs-build | missing_elements=artifact;hyperparameters;instance_generator;optimizer;other;resource_budget; tier(internal)=T3,In manuscript 53 auditable designs (non-exact). Registry design_type=source_supported_extension.,true,artifact_internal_tier=T3 (supporting only; not a manuscript group),false,not_checked,not_checked,not_checked,,not_checked
ext_2411_00518v2_claim3,ext_2411_00518v2_claim3,2411.00518v2,relation_schema_rq1_flags.csv,true,proxy_free_exact,true,exact,none,none,none,artifact/screening_drop_78_materialization_boundary.csv,exact_proxy_free_yes_no,yes (EX-C Tier-1 proxy-free scoped S/U/R card),screening_drop_78 exact_proxy_free_yes_no=yes; EX-C Tier-1 proxy-free scoped S/U/R card.,true,,false,not_checked,not_checked,not_checked,,not_checked
ext_2007_15671v1_claim5,ext_2007_15671v1_claim5,2007.15671v1,relation_schema_rq1_flags.csv,true,no_design_or_boundary,false,relation_specific_not_in_53,only a relation-specific source-rule design is lockable; excluded from manuscript 53 (exact+source-materialized+extension),relation_specific_source_rule_only,baseline;metric;artifact;hyperparameters,artifact/screening_drop_78_materialization_boundary.csv | artifact/external_audit/materialization/materialization_tiers_76.csv,evidence_mode_if_auditable;missing_or_limiting_component;blocker_type;reason_not_exact | missing_elements;reason_for_tier;materialization_tier(internal),mode=relation_specific; missing=env+methodology; blocker=env+methodology | missing_elements=baseline;metric;artifact;hyperparameters; tier(internal)=T3,"Relation-specific design mode; EXCLUDED from manuscript-facing 53 auditable designs (53 = exact + source-materialized + source-supported-extension only), so counted as no_design_or_boundary. 20 of 21 relation_specific land here; the 1 source-materialized SD claim is in auditable_non_exact.",true,artifact_internal_tier=T3 (supporting only; not a manuscript group),true,targeted_boundary,agree,agree,boundary decision consistent with source evidence,unchanged
ext_2309_01028v2_claim5,ext_2309_01028v2_claim5,2309.01028v2,relation_schema_rq1_flags.csv+adjudication_add,true,auditable_non_exact,false,source_supported_extension,"auditable only via source-supported extension, not an exact proxy-free source comparison",diagnostic_or_extension_not_exact_source_comparison,missing_baseline_implementation,artifact/source_grounded_claim_adjudication.csv,primary_blocker_if_any;strongest_adjudicated_mode,primary_blocker=missing_baseline_implementation; mode=source_supported_extension,In manuscript 53 auditable designs (non-exact). Adjudication-add (53rd distinct auditable claim; not in locked registry); source_grounded mode=source_supported_extension.,true,outside locked 76-row census; barrier from source_grounded_claim_adjudication.csv,false,not_checked,not_checked,not_checked,,not_checked
