claim_id,paper_id,source_file_or_record,source_evidence_status,source_location,source_excerpt,previous_accepted_comparative_claim,adjudicated_accepted_comparative_claim,previous_claim_card_specifiable,adjudicated_claim_card_specifiable,P,B_A,B_B,M,R,previous_relation_type,adjudicated_relation_type,previous_scalar_directional,adjudicated_scalar_directional,previous_planning_feasible,adjudicated_planning_feasible,adjudicated_scalar_oriented_planning_record,previous_exact_proxy_free_materialized,adjudicated_exact_proxy_free_materialized,previous_broader_auditable_design,adjudicated_broader_auditable_design,strongest_adjudicated_mode,formal_checker,optional_cellwise_Wilson_diagnostic,primary_blocker_if_any,blocker_is_source_reporting_limitation_yes_no,blocker_is_methodology_limitation_yes_no,decision_changed_yes_no,change_type,adjudication_confidence,human_review_needed_yes_no,notes
ext_2402_02585v1_claim4,2402.02585v1,data/slr/paper_texts/2402.02585v1.txt,insufficient_context,,,true,true,true,true,3-SAT on IonQ Aria,G-QAOA,X-QAOA,shots_to_all_solutions_and_fairness,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_hardware_noise,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2402_12105v1_claim1,2402.12105v1,data/slr/paper_texts/2402.12105v1.txt,verified_sentence,line 20,TN and the VQE. We show that the hybrid TN-VQE implementation improves the convergence of the algorithm in comparison to optimizing randomly-initialized quantum circuits via VQE.,true,true,true,true,tensor-network initialized VQE,hybrid TN-VQE,standard/randomly initialized VQE,convergence / average performance,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2402_12105v1_claim2,2402.12105v1,data/slr/paper_texts/2402.12105v1.txt,verified_sentence,line 786,"scheme, we have demonstrated a higher accuracy and efficiency for obtaining the correct solution. This improvement in performance was achieved without varying the circuit, meaning it was possible to keep a shallow circuit depth yet obtain better results. This shows TN",true,true,true,true,tensor-network-assisted VQE solution accuracy,hybrid TN-VQE,standard VQE baseline,accuracy and efficiency,A > B,multi_objective,multi_objective,false,false,false,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2403_02045v3_claim1,2403.02045v3,data/slr/paper_texts/2403.02045v3.txt,verified_sentence,line 21,"on standard benchmark graphs with several hundred nodes in the MAX-CUT problem, conducted in a fully classical",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2403_18395v2_claim4,2403.18395v2,data/slr/paper_texts/2403.18395v2.txt,verified_sentence,line 1132,"In summary, QAOA without slack bits is better suited for near-term quantum devices, needing less qubits and shallower",true,true,true,true,near-term QAOA inequality-constraint embedding,QAOA without slack bits,QAOA with slack bits,qubit count and circuit depth,A < B,multi_objective,multi_objective,false,false,false,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2404_17242v2_claim2,2404.17242v2,data/slr/paper_texts/2404.17242v2.txt,verified_sentence,line 32,"depth QAOA consistently yields worse results than the SDP, our tensor network experiments show that the performance increases",true,true,true,true,MaxCut shrinking algorithms,deeper QAOA circuits,lowest-depth QAOA,approximation_ratio,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2404_17242v2_claim3,2404.17242v2,data/slr/paper_texts/2404.17242v2.txt,insufficient_context,,,true,true,true,true,MaxCut shrinking algorithms,SDP correlations,p=1 QAOA correlations,approximation_ratio,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2405_07624v1_claim5,2405.07624v1,data/slr/paper_texts/2405.07624v1.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2405_09169v3_claim1,2405.09169v3,data/slr/paper_texts/2405.09169v3.txt,verified_sentence,line 108,"We find a scaling improvement in terms of the timeto-solution (TTS) [14] when using LR-QAOA compared to SA, TABU search, and B&B for solving random instances of WMaxcut. This evidence complements the",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2405_09169v3_claim3,2405.09169v3,data/slr/paper_texts/2405.09169v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2405_09169v3_claim4,2405.09169v3,data/slr/paper_texts/2405.09169v3.txt,verified_sentence,line 17,"on multiple QPUs (IonQ, Quantinuum, IBM) with up to Nq = 109 qubits, p = 100, and circuits requiring 21,200 CNOT gates. Finally, we present a noise model based on two-qubit gate counts",true,true,true,false,LR-QAOA hardware demonstration on QPUs,LR-QAOA at 109 qubits / p=100,(implicit) smaller prior QPU runs,qubits/layers/CNOT count attained,scale demonstration,scalar_directional,unclear_boundary,true,false,false,false,false,,no,,no,boundary_no_design,boundary_report,no,missing_comparator,yes,no,yes,previous accepted claim retained; claim-card/scalar labels removed because the comparator is implicit and the statement is a scale demonstration,medium,no,Accepted comparison-level statement retained in the 455-claim corpus; non-specifiable boundary classification remains.
ext_2405_20173v2_claim2,2405.20173v2,data/slr/paper_texts/2405.20173v2.txt,verified_sentence,line 181,The importance of these results is accentuated by the fact that the depths of the circuits employed by Eclipse Qrisp’s QAOA are significantly better than,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,source_inconsistency,yes,no,no,,high,no,tier=T3
ext_2406_06836v3_claim2,2406.06836v3,data/slr/paper_texts/2406.06836v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,invalid_runtime_environment,no,no,no,,medium,yes,tier=T3
ext_2406_14411v1_claim1,2406.14411v1,data/slr/paper_texts/2406.14411v1.txt,insufficient_context,,,true,true,true,true,variational quantum simulation of time evolution,VQS,second-order Trotterization,minimum circuit depth / depth requirement scaling,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2407_01010v2_claim1,2407.01010v2,data/slr/paper_texts/2407.01010v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,none,no,no,no,,medium,yes,tier=T3
ext_2407_01010v2_claim3,2407.01010v2,data/slr/paper_texts/2407.01010v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2407_01010v2_claim4,2407.01010v2,data/slr/paper_texts/2407.01010v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2407_06663v2_claim3,2407.06663v2,data/slr/paper_texts/2407.06663v2.txt,verified_sentence,line 1615,"p2 . Hence the MSQW not only approximates Quantum Annealing better than QAOA since it doesn’t come with the extra commutator term, it also approaches it faster as we increase the",true,true,true,true,quantum annealing approximation,MSQW,QAOA,approximation_quality_and_convergence_speed,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2407_06663v2_claim4,2407.06663v2,data/slr/paper_texts/2407.06663v2.txt,insufficient_context,,,true,true,true,true,quantum annealing approximation,MSQW,QAOA,operator_approximation_error,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2407_06663v2_claim5,2407.06663v2,data/slr/paper_texts/2407.06663v2.txt,insufficient_context,,,true,true,true,true,optimization via quantum walks/QAOA,MSQW,QAOA,solution_quality_at_same_resources,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2407_17325v2_claim1,2407.17325v2,data/slr/paper_texts/2407.17325v2.txt,insufficient_context,,,true,true,true,true,distributed QAOA framework,noise-aware distributed QAOA,naive/single-QPU QAOA strategy,computational speed and accuracy,A > B,multi_objective,multi_objective,false,false,false,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,medium,yes,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2408_08365v1_claim1,2408.08365v1,data/slr/paper_texts/2408.08365v1.txt,verified_sentence,line 111,"demonstrate a 30% reduction in gate count and a 39x acceleration in compilation time. The rest of the paper is structured as follows: In Section 2, we",true,true,true,true,QAOA circuit compilation on IBM heavy-hex,Coqa (LNN-based),general-purpose QAOA compilers,gate count and compilation time (multi-metric),A < B on both (multi-objective),multi_objective,multi_objective,false,false,false,false,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,30% gate count + 39x compile-time speedup; clearly multi-objective.
ext_2408_08365v1_claim2,2408.08365v1,data/slr/paper_texts/2408.08365v1.txt,insufficient_context,,,true,true,true,true,large-scale QAOA compilation,Coqa/proposed method,QAIM and Structured Method,compilation time,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2408_08365v1_claim3,2408.08365v1,data/slr/paper_texts/2408.08365v1.txt,verified_sentence,line 421,"For instance, at 65 qubits, our method takes only 0.012 seconds, compared to 292 seconds for QAIM and 0.8 seconds for the Structured Method. As the qubit count increases, the efficiency of our method",true,true,true,true,65-qubit QAOA compilation,Coqa/proposed method,QAIM and Structured Method,compilation time,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2408_08365v1_claim4,2408.08365v1,data/slr/paper_texts/2408.08365v1.txt,insufficient_context,,,true,true,true,true,1025-qubit QAOA compilation,Coqa/proposed method,QAIM,compilation time,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2409_08844v2_claim1,2409.08844v2,data/slr/paper_texts/2409.08844v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,yes,yes,yes,yes,exact,Wilson_direction_preservation,yes,none,no,no,no,,medium,yes,tier=T1
ext_2409_08844v2_claim3,2409.08844v2,data/slr/paper_texts/2409.08844v2.txt,verified_sentence,line 614,"emerge. First, we see that, as a whole, Qiskit outperforms BQSKit, Staq, and Tket in terms of 2Q gate count; a trend clearly seen in the BQSKit and Tket data. This is",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,yes,yes,yes,yes,exact,Wilson_direction_preservation,yes,none,no,no,no,,high,no,tier=T1
ext_2409_08844v2_claim4,2409.08844v2,data/slr/paper_texts/2409.08844v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,yes,yes,yes,yes,exact,Wilson_direction_preservation,yes,none,no,no,no,,medium,yes,tier=T1
ext_2409_08844v2_claim5,2409.08844v2,data/slr/paper_texts/2409.08844v2.txt,insufficient_context,,,true,true,true,true,QTS restricted-coupling-map transpilation,QTS,Qiskit,2Q-gate count and 2Q-gate depth,A < B,multi_objective,multi_objective,false,false,true,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,medium,yes,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2409_08844v2_claim6,2409.08844v2,data/slr/paper_texts/2409.08844v2.txt,verified_sentence,line 656,"clearly show that Staq is the fastest of the transpilation pipelines, while the QTS and Tket are over an order of magnitude slower that Qiskit. BQSKit has",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,invalid_runtime_environment,no,no,no,,high,no,tier=T3
ext_2409_10739v3_claim1,2409.10739v3,data/slr/paper_texts/2409.10739v3.txt,verified_sentence,line 29,"(QAOA) to optimize ansatz parameters in place of traditional gradient-based methods. We benchmark this EvolutionaryQAOA (E-QAOA) approach on the Max-Cut problem for d3 regular graphs of 4 to 26 nodes, demonstrating equal or higher accuracy and reduced variance compared to COBYLAbased QAOA, especiall",true,true,true,true,Max-Cut on d3 regular graphs,Evolutionary QAOA,COBYLA-based QAOA,accuracy and variance,A > B,multi_objective,multi_objective,false,false,true,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2409_10739v3_claim2,2409.10739v3,data/slr/paper_texts/2409.10739v3.txt,verified_sentence,line 382,"guessing. The variance for COBYLA is substantially larger than for E-QAOA, and the mean accuracy appears lower than",true,true,true,true,Max-Cut QAOA for n=20 and n=26,E-QAOA,COBYLA QAOA,variance and mean accuracy,A > B,multi_objective,multi_objective,false,false,true,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2409_14786v3_claim2,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2409_14786v3_claim3,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,verified_sentence,line 1533,Parity QAOA circuit has a depth 5 times smaller than the vanilla QAOA circuit. For the complete graph with,true,true,true,true,hypergraph QAOA depth (small problems),Parity QAOA,vanilla QAOA,CNOT depth,A < B,scalar_directional,scalar_directional,true,true,true,true,true,no,no,no,yes,verification_only,verification_only,no,missing_baseline_implementation,no,no,yes,broader_auditable=true (verification_only IS a valid broader mode per Layer 8),high,no,Deterministic resource-table claim; verification-only design admissible.
ext_2409_14786v3_claim4,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,verified_sentence,line 1540,"comprises about 3 .1 times fewer and the circuit for the 4-regular graph N = 8 has 2 .5 times fewer gates. However, the Parity QAOA circuit for the complete graph",true,true,true,true,hypergraph QAOA CNOT count (small problems),Parity QAOA,vanilla QAOA,CNOT gate count,A < B,scalar_directional,scalar_directional,true,true,true,true,true,no,no,no,yes,verification_only,verification_only,no,missing_baseline_implementation,no,no,yes,broader_auditable=true (verification_only IS a valid broader mode per Layer 8),high,no,Deterministic resource-table claim; verification-only design admissible.
ext_2409_14786v3_claim5,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2409_14786v3_claim6,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2409_14786v3_claim7,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2409_14786v3_claim8,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2409_14786v3_claim9,2409.14786v3,data/slr/paper_texts/2409.14786v3.txt,insufficient_context,,,true,true,true,true,hypergraph QAOA resources,Parity QAOA,vanilla QAOA,CNOT depth and gate count,A < B,multi_objective,multi_objective,false,false,true,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,medium,yes,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2409_15055v2_claim1,2409.15055v2,data/slr/paper_texts/2409.15055v2.txt,verified_sentence,line 899,"than QAOA without cd-terms. We have found that for MaxCut problem with N < 16, QAOA is more advantageous than DC-QAOA(NC), while for larger problems withN > 16, DCQAOA(NC) is superior. This refinement of the comparison",true,true,true,true,MaxCut by graph size,DC-QAOA(NC) for N > 16,QAOA,resource-adjusted performance,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2409_15055v2_claim2,2409.15055v2,data/slr/paper_texts/2409.15055v2.txt,verified_sentence,line 899,"than QAOA without cd-terms. We have found that for MaxCut problem with N < 16, QAOA is more advantageous than DC-QAOA(NC), while for larger problems withN > 16, DCQAOA(NC) is superior. This refinement of the comparison",true,true,false,true,MaxCut by graph size,DC-QAOA(NC) at N>16 / QAOA at N<16,QAOA at N>16 / DC-QAOA(NC) at N<16,resource-adjusted performance,crossover at N=16,,crossover_regional,false,false,false,false,false,,no,,yes,relation_specific,crossover_or_regional_check,no,non_scalar_relation,no,no,yes,previous specifiable=false; source clearly states size-dependent crossover at N=16,high,no,Crossover relation between two methods at a size threshold.
ext_2409_15055v2_claim4,2409.15055v2,data/slr/paper_texts/2409.15055v2.txt,verified_sentence,line 528,"environment, the two algorithms reach the same level of performance at around N = 11 . This clearly shows that DCQAOA(NC) is more robust compared to QAOA. This robustness can be attributed to the fact that counterdiabatic driving terms reduce complexity of the circuit. In Fig. 6(c) we can see",true,true,true,true,noisy SK/MaxCut optimization,DC-QAOA(NC),QAOA,robustness/fidelity under noise,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2409_15055v2_claim9,2409.15055v2,data/slr/paper_texts/2409.15055v2.txt,verified_sentence,line 872,"For DC-QAOA(NC), logarithm of distance shows a linear trend indicating that the optimal parameters are much more concentrated than in QAOA.",true,true,true,true,MaxCut optimal parameter landscapes,DC-QAOA(NC),QAOA,parameter concentration,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2409_18963v3_claim3,2409.18963v3,data/slr/paper_texts/2409.18963v3.txt,insufficient_context,,,true,true,true,true,MCZ decomposition,higher-dit MCZ decomposition,straightforward qubit MCZ decomposition,gate_count_scaling,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2410_04030v1_claim1,2410.04030v1,data/slr/paper_texts/2410.04030v1.txt,verified_sentence,line 547,"with the problem size. Quadratization (QUBO) requires fewer ancilla qubits and two-qubit gates compared to the other two methods, as the constraints are embedded into the objective function through",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2410_04030v1_claim2,2410.04030v1,data/slr/paper_texts/2410.04030v1.txt,verified_sentence,line 552,"Although QUBO uses fewer ancilla qubits and two-qubit gates, the results indicate that it requires a greater number of optimization iterations and a longer runtime. A potential explanation for",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2410_15626v1_legacy_claim5,2410.15626v1,data/slr/paper_texts/2410.15626v1.txt,insufficient_context,,,true,true,true,true,QAOA depth effect on Max-Cut runtime,lower-depth QAOA,higher-depth QAOA,computational time,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2410_22247v2_claim2,2410.22247v2,data/slr/paper_texts/2410.22247v2.txt,verified_sentence,line 575,"of the key findings is the significant reduction in optimizer-time when using the reduced Hamiltonian, particularly for larger graphs. While the performance difference between the reduced and full Hamiltonians is relatively minor for smaller graphs, it becomes increasingly pronounced as the size and",true,true,true,true,automorphism-reduced Hamiltonian optimization,reduced Hamiltonian,full Hamiltonian,optimizer time,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2410_22247v2_claim3,2410.22247v2,data/slr/paper_texts/2410.22247v2.txt,verified_sentence,line 602,"reduction of more than 90%. In terms of memory consumption, the simulation using reduced Hamiltonian consistently requires less peak memory compared to the full Hamiltonian. This reduction becomes especially critical for large graphs, where memory constraints often limit the feasibility of quantum s",true,true,true,true,automorphism-reduced Hamiltonian simulation,reduced Hamiltonian,full Hamiltonian,peak memory consumption,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2411_00518v2_claim1,2411.00518v2,data/slr/paper_texts/2411.00518v2.txt,verified_sentence,line 96,conduct numerical experiments for our method on the same benchmark instances as for the Copula-QAOA and demonstrate that our method is able to provide higher approximation,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,yes,yes,yes,yes,exact,Wilson_direction_preservation,yes,none,no,no,no,,high,no,tier=T1
ext_2411_00518v2_claim2,2411.00518v2,data/slr/paper_texts/2411.00518v2.txt,insufficient_context,,,true,true,false,true,knapsack QAOA across problem sizes,Copula-QAOA at small sizes / QTG-QAOA at large sizes,QTG-QAOA at small sizes / Copula-QAOA at large sizes,performance/efficacy,size-dependent crossover,,crossover_regional,false,false,false,false,false,,no,,yes,relation_specific,crossover_or_regional_check,no,non_scalar_relation,no,no,yes,previous specifiable=false; source clearly states crossover behavior with problem size,high,no,Size-dependent crossover; relation-specific design via crossover_check.
ext_2411_00518v2_claim3,2411.00518v2,data/slr/paper_texts/2411.00518v2.txt,verified_sentence,line 949,"noted, however, that it achieves significantly better probability values between five and ten items compared to the QTGbased AAM-QAOA, with the global maxima being around",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,yes,yes,yes,yes,exact,Wilson_direction_preservation,yes,none,no,no,no,,high,no,tier=T1
ext_2411_10062v1_claim3,2411.10062v1,data/slr/paper_texts/2411.10062v1.txt,verified_sentence,line 980,current quantum computers. Working on noisy quantum computers might be advantageous for the QUBO formulation because of a simpler quantum circuit with a smaller depth.,true,true,true,true,railway timetabling QAOA,QUBO formulation,PUBO formulation,circuit_depth,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2411_19388v1_claim1,2411.19388v1,data/slr/paper_texts/2411.19388v1.txt,insufficient_context,,,true,true,true,true,QAOA on random Max-kXOR at large clause-to-variable ratio,smaller k Max-kXOR instances,larger k Max-kXOR instances,QAOA ensemble-averaged approximation ratio M4,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2411_19388v1_claim11,2411.19388v1,data/slr/paper_texts/2411.19388v1.txt,insufficient_context,,,true,true,true,true,QAOA vs MF-AOA at larger k on random Max-kXOR,QAOA,MF-AOA classical benchmark,ensemble-averaged approximation ratio,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2411_19388v1_claim4,2411.19388v1,data/slr/paper_texts/2411.19388v1.txt,verified_sentence,line 579,"observe that the MF-AOA exhibits a broadened distribution of Mp, indicating greater variance of the MFAOA across random instances. Despite the wider distribution, the MF-AOA consistently matches the QAOA on average. Notably, the QAOA’s ensemble-averaged approximation ratio relative to MF-AOA improve",true,true,true,true,random Max-kXOR optimization across varying k,MF-AOA,QAOA,ensemble-averaged approximation ratio Mp,A ~= B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2411_19388v1_claim5,2411.19388v1,data/slr/paper_texts/2411.19388v1.txt,verified_sentence,line 592,"show that for small systems ( N ≈ 8), the QAOA outperforms the MF-AOA. However, as the system size increases ( N ≈ 20), the MF-AOA surpasses the QAOA. Interestingly, for small values of p, the QAOA’s approximation ratio remains nearly independent of the system",true,true,true,true,QAOA vs MF-AOA on random Max-kXOR at small system size,QAOA,MF-AOA,ensemble-averaged approximation ratio Mp,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
